ئافرىقا	Afrika
شوتلاندىيە گائېل تىلى	Skotsk-gælisk
Wyéntyan	Vientiane
مالې	Malé
Bishkek	Bisjkek
Düshenbe	Dusjanbe
جىگەر	Lever
تلا	Milt
بۆرەك	Nyre
دوۋساق	Urinblære
نېرۋا سىستىمېسى	Nervesystem
ئوكيانىيە	Verdenshav
مۇھەممەد ئەلەيھىسسالام	Muhammed
ئىمام ئەلغازالىي	Abu Hamid Ghazali
رىچارد نىكسون	Richard Nixon
قورساق قىسم	Abdomen
داۋجياۋ دىنى	Taoisme
سوپىزم (تەسەۋۋۇپ)	Sufisme
ۋېنا تومۇرى	Vene
بېنگال تىلى	Bengali
تىل	Tunge
پانكرېئاتىت	Bukspyttkjertel
بويۇن	Hals
ئېغىز بوشلۇقى	Munn
بوغۇز	Strupehode
فالكلاند تاقىم ئاراللىرى	Falklandsøyene
ئېلىزابېت II	Elisabeth II av Storbritannia
تاڭ سۇلالىسى	Tang-dynastiet
كېننېدى	John F. Kennedy
تاڭ تەيزوڭ	Keiser Taizong av Tang
بالزاك	Honoré de Balzac
مىڭ سۇلالىسى	Ming-dynastiet
جۇ يۈەنجاڭ	Hongwu-keiseren
رېگان	Ronald Reagan
زۇلۇچە	Zulu (språk)
زازا تىلى	Zazaisk
پلازما	Plasma
رىم گىلادىئاتورلار مەيدانى	Colosseum
Saragossa	Zaragoza
Bélfast	Belfast
ئېلېمېنتلارنىڭ دەۋرىي جەەدۋىلى	Periodesystemet
قۇرۇق ئۈزۈم	Druer
ھەسەل	Honning
شېكەر	Sukker
روبوت	Robot
ماشىنىسازلىق	Maskin
ئايلىنىش سىستېمىسى	Sirkulasjonssystem
ئىچكى ئاجراتما سىستېمىسى	Det endokrine system
كىسلاتا	Syre
سارايېۋو	Sarajevo
فۇنكسىيە	Funksjon (matematikk)
مولېكۇلا	Molekyl
ئېنېرگىيە	Energi
ئىنفرا قىزىل نۇر	Infrarød stråling
ماسسا	Masse
مېتال	Metall
پولات	Stål
نانو تېخنىكىسى	Nanoteknologi
ئەينەك	Glass (materiale)
ۋاكۇئۇم	Vakuum
ئېلېكترون ئىلمى	Elektronikk
.توك (توك ئېقىمى)	Elektrisk strøm
ئىككى پۇتلۇق لامپا	Diode
ئامېرىكىغا قاراشلىق ۋىرگىن تاقىم ئاراللىرى	De amerikanske jomfruøyene
شېنياڭ شەھىرى	Shenyang
چۇڭچىڭ شەھىرى	Chongqing
تيەنجىن شەھىرى	Tianjin
Lahor	Lahore
ۋۇخەن شەھىرى	Wuhan
نۆۋەتتىكى ھادىسە	Liste over stater
ناگويا	Nagoya
تاش قورال دەۋرى	Steinalderen
ئېيىق	Bjørnefamilien
فوتوسىنتېز رولى	Fotosyntese
برېتون تىلى	Bretonsk
پىرېنېي تاغلىرى	Pyreneene
Détroyt	Detroit
بۇرج دۇبەي	Burj Khalifa
Sedichin Sépili	Den kinesiske mur
ئاياسوڧيا	Hagia Sofia
ئابباسىيلار خاندانلىقى	Abbasidene
سەلىپنىڭ شەرققە يۈرۈش قىلىشى	Korstog
موڭغۇل ئىمپېرىيىسى	Mongolriket
ئوسمان ئىمپېرىيىسى	Det osmanske rike
ئىسپانىيە-ئامېرىكا ئۇرۇشى	Den spansk-amerikanske krigen
مىللى دارامەت	Bruttonasjonalprodukt
ئېلېكتر	Elektrisitet
يادرو ئېنېرگىيىسى	Kjernekraft
ھور ماشىنىسى	Dampmaskin
Antwérp	Antwerpen
باش سۆڭىكى	Skalle
ئانار	Granateple
ئاپېلسىن	Appelsin
دۇنيا تىلى	Retoromansk
جۇاڭزۇ تىلى	Zhuang (språk)
ئۇيغۇر تىلى	Uigurisk
سىنگال تىلى	Singalesisk
ناخۇئاتل تىلى	Nahuatl
مونتسەررات	Montserrat
خارۋارد ئۇنىۋېرسىتېتى	Harvard University
Pisa	Pisa
باشقۇرتچە	Basjkirsk
قېلىپ:Location map Earth	Mal:Kartposisjon Verden
باغلانغان ئۆردەك	Le Canard enchaîné
ئەرەب تىلى	Arabisk
كيۇسيۇ ئارىلى	Kyushu
خونسيو ئارىلى	Honshu
شىكوكۇ	Shikoku
كورسىكا ئارىلى	Korsika
ئاڧرىقانچە	Afrikaans
بۆرە بورسۇق	Jerv
ئاۋمېن	Macao
خۇ جىنتاۋ	Hu Jintao
شى جىنپىڭ	Xi Jinping
زىراپە	Sjiraff
شېنجېن شەھىرى	Shenzhen
گۇئاڭدوڭ ئۆلكىسى	Guangdong
گۇاڭشى جۇاڭزۇ ئاپتونۇم رايونى	Guangxi
سوۋېت ئىتتىپاقى	Sovjetunionen
شياڭگاڭ ئۇنىۋېرستېتى	University of Hong Kong
رۇبلى	Rubel
پۇت	Fot (kroppsdel)
دولا	Skulder
قالقانبەز	Skjoldkjertel
Wikipedia:Tor Jamiyeti	Wikipedia:Tinget
Wérmont Shitati	Vermont
San Diyégo	San Diego
San Xosé	San Jose
Dénwér	Denver
Hyuston	Houston
Féniks	Phoenix
Dallas	Dallas
Austin	Austin
Mémfis, Ténnéssi	Memphis
Sharlot	Charlotte (Nord-Carolina)
Kolumbu, Oxéo	Columbus (Ohio)
گۇاڭجۇ شەھىرى	Guangzhou
جىياڭ جىشى	Chiang Kai-shek
ۋېن جىياباۋ	Wen Jiabao
Guam Aril	Guam
ئامېرىكىغا قاراشلىق ساموئا	Amerikansk Samoa
شىمالىي مارىئانا فېدېراتسىيىسى	Nord-Marianene
نەنجىڭ شەھىرى	Nanjing
بېيجىڭ ئۇنىۋېرسىتېتى	Pekinguniversitetet
ئۈرۈمچى شەھىرى	Ürümqi
جياڭسۇ ئۆلكىسى	Jiangsu
جېجياڭ ئۆلكىسى	Zhejiang
گۇئادەلوپە	Guadeloupe
مارتىنىكا	Martinique
شىزاڭ ئاپتونوم رايونى	Den autonome region Tibet
دالاي لاما	Tenzin Gyatso
تۆگىقۇش	Struts
Sakraménto	Sacramento
چاۋشيەن	Korea
لى كېچياڭ	Li Keqiang
Manchéstér	Manchester
تۇركس ۋە كايكوس تاقىم ئاراللىرى	Turks- og Caicosøyene
ۋىتامىن A	Vitamin A
ياۋروپا چىمپيونلۇق لوڭقىسى	UEFA Champions League
پالمىزارلىق ئىپار مۈشۈكى	Asiatisk palmesivett
Pyongyang	Pyongyang
New Testament	Det nye testamente
ئادالەت ۋە تەرەققىيات پارتىيىسى	Rettferdighets- og utviklingspartiet
گۈللىنىش پارتىيىسى	Det republikanske folkepartiet
مىللى دارامەت بويىچە دۆلەت تەرتىپى	Liste over land etter BNP
خېيلوڭجياڭ ئۆلكىسى	Heilongjiang
ما يىنجىئۇ	Ma Ying-jeou
بۇخارېست	București
پوئىرتورىكان مۇستەقىللىق پارتىيىسى	Partido Independentista Puertorriqueño
Tirana	Tirana
ئېشەك	Afrikansk villesel
سىچۈەن ئۆلكىسى	Sichuan
مۇھەممەر قەززافى	Muammar al-Gaddafi
بارس	Tiger
چۆپ ئاش	Vermicelli
سامسۇڭ گۇرۇھى	Samsung
شىمالىي ياۋروپا	Skandinavia
كىشىنېۋ	Chișinău
بیلگیسايار مۈھەندیسلیغی	Informatikk
Şalom	Şalom
ئارۇبا	Aruba
خېبېي ئۆلكىسى	Hebei
پرىنسېتون ئۇنىۋېرستېتى	Princeton University
نېفىت	Petroleum
پېنسىلۋانىيە نېمىس تىلى	Pennsylvaniatysk
پرژىۋالسكى ياۋا ئات	Przewalskihest
قوي	Sauer
ئىرلاندىيە	Irland (øy)
Chéshir	Cheshire
Nortumbér Wilayiti	Northumberland
Staffordshir	Staffordshire
ﻟﯘﺷﯜﻥ	Lu Xun
Shimaliy Amptonshir	Northamptonshire
Bédfordshir	Bedfordshire
Kornwél	Cornwall
Bristol	Bristol
Déwonshir	Devon
Nashwil	Nashville
Xampishir	Hampshire
Bérkshir	Berkshire
Bukkinxamshir	Buckinghamshire
Ésséks	Essex
Ként	Kent
Ulanbatur	Ulan Bator
ئېرنېست ھېمىڭۋاي	Ernest Hemingway
Idinburg	Edinburgh
ئاشخاباد	Asjkhabad
پىياز	Vanlig løk
پەمىدۇر	Tomat
جورج بۇش	George H.W. Bush
بالقانلار	Balkan
پروتېستانت دىنى	Protestantisme
سەلەنا	Selena
Atlanta	Atlanta
بېرمۇدا	Bermuda
باش	Hode
ۋېللىنگتون	Wellington
ئالفېرد نوبىل	Alfred Nobel
لیلا چڑھاو	Lila Downs
907-يىلى	907
Wankuwér	Vancouver
Liwérpol	Liverpool
Brémén	Bremen (by)
يېڭى نورۋېگىيە تىلى	Nynorsk
پوند ستېرلىڭ	Britisk pund
ئانگۋىللا	Anguilla
فائېروس تىل	Færøysk
مۈشۈك ئائىلىسى	Kattefamilien
ISO 3166-1	ISO 3166-1
تاتار تىلى	Tatarisk
ئەنگلىيىگە قاراشلىق ۋىرگىن تاقىم ئاراللىرى	De britiske jomfruøyene
كىچىك سېسىق كۈزەنى	Snømus
فرىزانچە	Frisisk
ئاق ئاغمىخان	Røyskatt
قارشىلىق	Motstand (resistans)
ناۋاسسا ئاراللىرى	Navassaøya
سېنت بارتھېلەمي ئاراللىرى	Saint-Barthélemy
شىمالىي گېرمانىيە دىئالېكتى	Nedertysk
ئاغمىخان ئائىلىسى	Mårfamilien
ساينت مارتىن	Saint Martin
بۆكەن	Antiloper
قارا بۇلغۇن	Sobel
سۈنئىي ھەمراھ	Kunstig satellitt
قوتاز	Jak
ب م ۋ	BMW
Kuk Taqim Aralliri	Cookøyene
شەرقىي ئاسىيا	Øst-Asia
ئوتتۇرا ئاسىيا	Sentral-Asia
ياۋا ئات	Villhest
ئامخارا تىلى	Amharisk
Képinek	Sommerfugler
چاچ	Hår
ھىجرىيە كالېندارى	Islamsk kalender
جيامۇسى شەھىرى	Jiamusi
ئاستۇرىيە تىلى	Asturiansk
خىتاي	Kina
قاما	Oter
چېڭدۇ شەھىر	Chengdu
يىلپىز	Snøleopard
جېڭجۇ شەھىرى	Zhengzhou
تېرېسا ئانا	Moder Teresa
DELL شىركىتى	Dell
فرانسىيىگە قاراشلىق پولىنېزىيە	Fransk Polynesia
618-يىلى	618
روژدېستۋو ئاراللىرى	Christmasøya
Krakow	Kraków
بېيجىڭ پايتەخت ئايروپورتى	Beijing internasjonale lufthavn
ۋېنىسىيە تىلى	Venetiansk
تەيۋەن ئۇنۋېرسىتې	Taiwans nasjonale universitet
جامى	Moské
كورسىكا تىلى	Korsikansk
فىلىپىنچە	Filippinsk
چۇۋاش تىلى	Tsjuvasjisk
قرىم تاتار تىلى	Krimtatarisk
ھايتى كرېئول تىلى	Haitisk kreol
ياۋا تىلى	Javanesisk
مۈشۈكئېيىق	Panda
قالماق تىلى	Kalmykisk
مانجۇ تىلى	Mandsjuisk
كانناداچە	Kannada
مۇڭغۇل تىللىرى	Mongolske språk
پوچېركا	Hånd
دۇفۇ	Du Fu
يېڭى كالېدونىيە	Ny-Caledonia
ئورىياچە	Oriya
نېپال تىلى	Nepali
نېئاپول تىلى	Napolitansk-kalabresisk språk
نورمان تىلى	Normannisk
تېئودور روزېۋېلت	Theodore Roosevelt
تېلاۋىف	Tel Aviv
Nis	Nice
سالار تىلى	Salar
سىتسىلىيە تىلى	Siciliansk
ساردىنىيە تىلى	Sardisk
ژىيۇل ۋېرن	Jules Verne
سىندى تىلى	Sindhi (språk)
سۇندا تىلى	Sundanesisk
شونا تىلى	Shona (språk)
Niué Arili	Niue
تاگالوگ تىلى	Tagalog
تۈركى تىللار ئائىلىسى	Tyrkiske språk
تونگاچە	Tongansk
ئۇرال تىللىرى	Uralske språk
تىگرىنىيەچە	Tigrinja (språk)
Oksford	Oxford
تۇنگۇس مانجۇ تىللىرى	Tungusiske språk
زاڭزۇ تىلى	Tibetansk
سارى ئۇغۇر	Yugurer
ۋۇ تىلى	Wu (språk)
ۋىلسون	Woodrow Wilson
ياقۇت تىلى	Jakutisk
يورۇباچە	Joruba (språk)
سېسوتوچە	Sesotho
Rottérdam	Rotterdam
Yéngi Orléan	New Orleans
فۇشەن شەھىر	Foshan
ئوكسفورد ئۇنىۋېرسىتېتى	University of Oxford
ئەھمىدى نىجات	Mahmoud Ahmadinejad
Saynt Xéléna Arili	St. Helena
ساينت پىئېر ئارىلى ۋە مىكېلون تاقىم ئاراللىرى	Saint-Pierre og Miquelon
ئون پەرھىز	De ti bud
Yohannésburg	Johannesburg
قاپلان	Leopard
Saltzburg	Salzburg
X نۇرى	Røntgenstråling
شىنجاڭ ئۇيغۇر ئاپتونوم رايونى	Xinjiang
Albukwér kwé	Albuquerque
Oklaxoma Shehiri	Oklahoma City
برىسبان	Brisbane
ئىسساك ئاسىموۋ	Isaac Asimov
جەنۇبىي گىئورگىيە ۋە ساندۋىچ ئاراللىرى	Sør-Georgia og Sør-Sandwichøyene
كۇۋائىت شەھىرى	Kuwait (by)
ئەرەبلەر	Arabere
سۇمېرلار	Sumer
كولومبو	Colombo
ئالمۇتا	Almaty
قانداغاي	Elg
ۋاللىس ۋە فۇتۇنا تاقىم ئاراللىرى	Wallis- og Futunaøyene
تاتار مىللىتى	Tatarer
خوككايدو ئارىلى	Hokkaido
ئۇرال تاغلىرى	Uralfjellene
ماددا	Materie
ئوساكا	Osaka
كامبرىج ئۇنىۋېرستېتى	University of Cambridge
ئاكا-ئۇكا رايتلار	Brødrene Wright
گۇئارانچە	Guaraní (språk)
شور دېڭىز	Aralsjøen
ئىستانبۇل بوغازى	Bosporos
Izmir	Izmir
كەئەلىڭ كوكوس تاقىم ئاراللىرى	Kokosøyene
مېرسېدېس - بېنز	Mercedes-Benz
كۋېنسلاند	Queensland
Minnéapolis	Minneapolis
دەرەخ خالتىلىق ئېيىقى	Koala
2011-يىلدىكى ياپونىيە يەر تەۋرەش ۋە دېڭىز تاشقىنى	Jordskjelvet ved Tōhoku 2011
لىنگالاچە	Lingala
مالايالامچە	Malayalam
يىپەك يولى	Silkeveien
Kalgari	Calgary
ئوستىيىن	Jane Austen
قوڭۇر ئېيىق	Brunbjørn
كۇرد تىلى	Kurdisk
مولداۋىيە تىلى	Moldovsk
يېڭى تاش قۇرال دەۋرى	Neolittisk tid
مورېسبى پورتى	Port Moresby
خىمىيىلىك رېئاكسىيە	Kjemisk reaksjon
لاھەي	Haag
جۇاڭزۇ مىللىتى	Zhuang (folk)
ئوسمانلى تۈركچىسى	Osmantyrkisk
يۇھاننا بايان قىلغان خۇش خەۋەر	Evangeliet etter Johannes
توكېلاۋ تاقىم ئاراللىرى	Tokelau
چاغاتاي ئۇيغۇر يېزىقى	Chagatai
تۋىچە	Twi
چېڭلۇڭ	Jackie Chan
توخار تىلى	Tokariske språk
ئېلان	Reklame
Zeytun	Oliven
ئاۋكلاند	Auckland
سەككىز دۆلەت گۇرۇھى (G8)	G8
ئاۋكادۇر	Avokado
قىزىل قان دانىچىلىرى	Rød blodcelle
ئوقۇتقۇچى	Lærer
تىز	Kne
ئۆرۈك	Aprikos
گلۇكوزا	Glukose
Sint-Truiden	Sint-Truiden
ئالتاي تىللىرى سىستېمىسى	Altaiske språk
ناتالىيە پورتمەن	Natalie Portman
Ran'gon	Yangôn
ناگاساكى	Nagasaki
يوكوخاما	Yokohama
ئادانا	Adana
لازېر نۇرى	Laser
Lyuju shehiri	Liuzhou
خەلق پۇلى يۈەنى	Kinesisk renminbi
Ritis	Leeds
رەجەپ تاييىپ ئەردوغان	Recep Tayyip Erdoğan
قىزغۇچ سېرىق	Oransje
شىمال بۇغىسى	Rein
لۇقا بايان قىلغان خۇش خەۋەر	Evangeliet etter Lukas
كونا تاش قۇرال دەۋرى	Paleolitikum
ئانتاليا ۋىلايىتى	Antalya (provins)
ھەزرىتى ئەيسا ئەلچىلىرىنىڭ پائالىيەتلىرى	Apostlenes gjerninger
پەرۋەز مۇشەررەڧ	Pervez Musharraf
ئادانا ۋىلايىتى	Adana (provins)
تاشقا ئايلانغان جىسىم	Fossil
بۇرسا	Bursa
ئۇرۇق	Frø
ئەنخۇي ئۆلكىسى	Anhui
خەلقئارا ئولىمپىك كومىتىتى	Den internasjonale olympiske komité
ماڭلاي	Panne
ئىچكى موڭغۇل ئاپتونوم رايونى	Indre Mongolia
Nottingxam	Nottingham
راكېتا	Rakett
كۇردىستان	Kurdistan
ستانفورد ئۇنىۋېرستېتى	Stanford University
فۇجيەن ئۆلكىسى	Fujian
Kanzas Shehiri, Missuri	Kansas City (Missouri)
كىچىك مۈشۈكئېيىق	Rød panda
موڭغۇل مىللىتى	Mongolene
ۋەھىيلەر	Johannes' åpenbaring
Sirtlan	Hyenefamilien
كاسا	Rumpeball
خەينەن ئۆلكىسى	Hainan
رىمان	Bernhard Riemann
گەنسۇ ئۆلكىسى	Gansu
ئاق قان ھۈجەيرىسى	Hvit blodcelle
ئەنگلىيىلىكلەر	Engelskmenn
ئاناتول فرانس	Anatole France
ئوتلاق ياۋا مۈشۈكى	Afrikansk villkatt
جەينەك	Albue
سۇجۇ شەھىرى	Suzhou
جاڭگال مولۇنى	Jungelkatt
بېنگال مولۇنى تاغ مۈشۈكى	Leopardkatt
Wénju shehiri	Wenzhou
ۋۇشى شەھىرى	Wuxi
Shawshin shehiri	Shaoxing
خەنزۇ مىللىتى	Han-kinesere
نىڭبو شەھىرى	Ningbo
ئابدۇللاھ گۈل	Abdullah Gül
نېمىسلار	Tyskere
خاربىن شەھىرى	Harbin
Orkéstr	Orkester
تۈرك قەھۋەسى	Tyrkisk kaffe
قىزىل ياقۇت	Rubin
كەشمىر	Kashmir
كەۋىن رۇد	Kevin Rudd
يۈننەن ئۆلكىسى	Yunnan
مالكولم X	Malcolm X
مەۋلانا جالالىددىن رۇمى	Rumi
Plimowt	Plymouth
شەندۇڭ ئۆلكىسى	Shandong
قول	Arm
Dérbi	Derby (Derbyshire)
ياقۇت رەڭلىك	Smaragd
كىرىستال	Krystall
خېنەن ئۆلكىسى	Henan
بۇرسا ۋىلايىتى	Bursa (provins)
ئارتۋىن ۋىلايىتى	Artvin (provins)
كىندىك	Navle
ئادىيامان ۋىلايىتى	Adıyaman (provins)
لياۋنىڭ ئۆلكىسى	Liaoning
خىمىيىلىك باغ	Kjemisk binding
GNU	GNU
توچىگى ناھىيىسى	Tochigi (prefektur)
سېمونت	Sement
جىلىن ئۆلكىسى	Jilin (provins)
ئافيون قاراھىسار ۋىلايىتى	Afyonkarahisar (provins)
بېربېرلار	Berbere
خۇنەن ئۆلكىسى	Hunan
ھونلار	Hunere
چىڭخەي ئۆلكىسى	Qinghai
ئۇيغۇر مىللىتى	Uighurer
بىلەجىك ۋىلايىتى	Bilecik (provins)
خۇبېي ئۆلكىسى	Hubei
شەنشى ئۆلكىسى	Shanxi
يۈز	Kinn (anatomi)
قوڭۇر رەڭلىك	Brun
گۇيلىن ئۆلكىسى	Guizhou
بالىكەسىر ۋىلايىتى	Balıkesir (provins)
كيوتو كىلىشىمنامىسى	Kyoto-avtalen
ئانىلار بايرىمى	Morsdag
خەلقئارا ئىسلام كېڭىشى تەشكىلاتى	Organisasjonen for islamsk samarbeid
چاناققالە ۋىلايىتى	Çanakkale (provins)
مىياگى ناھىيىسى	Miyagi (prefektur)
Luknow	Lucknow
شېنشى ئۆلكىسى	Shaanxi
رىملىقلارغا يېزىلغان خەت	Paulus' brev til romerne
مالىكىي مەزھىبى	Maliki
ئوقۇغۇچى	Student
Kobe	Kobe
ئىۋاتە ناھىيىسى	Iwate (prefektur)
كولۇمبىيە ئۇنىۋېرستېتى	Columbia University
بوستون ئۇنىۋېرستېتى	Boston University
يالې ئۇنىۋېرسىتېتى	Yale University
پېنسىلۋانىيە ئۇنىۋېرستېتى	University of Pennsylvania
Portland, Méané	Portland (Maine)
نيۇيورك ئۇنىۋېرستېتى	New York University
پارىژ مېتروسى	Métro de Paris
پىرىت	Svovelkis
فىلىپىلىكلەرگە يېزىلغان خەت	Paulus' brev til filipperne
ئېگىزلىك گېرمان تىلى	Høytysk
قېلىپ:Taxobox	Mal:Taksoboks
قارا ئېقىم	Kuroshiostrømmen
خەلق گېزىتى	Renmin Ribao
جياڭشى ئۆلكىسى	Jiangxi
ئىلھام ئالىيېۋ	İlham Əliyev
زاردارى	Asif Ali Zardari
نۇرسۇلتان نازاربايېۋ	Nursultan Nazarbajev
نىڭشيا خۇيزۇ ئاپتونۇم رايونى	Ningxia
ئىسلام كەرىموۋ	Islom Karimov
شۈجو شەھىرى	Xuzhou
Lyenyün'gang shehiri	Lianyungang
ساۋكات مىرزىيويەۋ	Sjavkat Mirzijajev
خۇەيئەن شەھىرى	Huai'an (Jiangsu)
Yangjo shehiri	Yangzhou
Teyju shehiri, Jyangsu	Taizhou (Jiangsu)
Nentung shehiri	Nantong
جاڭجياڭ شەھىرى	Zhenjiang
چاڭجو شەھىر	Changzhou
ئەھمەد داۋۇد ئوغلۇ	Ahmet Davutoğlu
تەيجۇ شەھىرى	Taizhou (Zhejiang)
جۇشەن شەھىرى	Zhoushan
شىجياجۇاڭ شەھىرى	Shijiazhuang
تاڭشەن شەھىرى	Tangshan
Chinxuangdaw shehiri	Qinhuangdao
خەندەن شەھىرى	Handan
Bawding shehiri	Baoding
پەنجاب تىلى	Panjabi
پاشتوچە	Pashto
ساڭجو شەھىرى	Cangzhou
Langfang shehiri	Langfang
Juxey shehiri	Zhuhai
شەنتۇ شەھىرى	Shantou
Xuyjo shehiri	Huizhou (Guangdong)
Dongwen shehiri	Dongguan
Jongshen shehiri	Zhongshan (Guangdong)
مىقدار سۆز	Tallord
ئۆت خالتىسى	Galleblære
Jaypur	Jaipur
فۇجو شەھىرى	Fuzhou
Nenping shehiri	Nanping
Putyen shehiri	Putian
Senming shehiri	Sanming
Chüenju shehiri	Quanzhou
شيامېن شەھىرى	Xiamen
Jyangju shehiri	Zhangzhou
Longyen shehiri	Longyan
Ningdé shehiri	Ningde
Shining shehiri	Xining
تاغىل سېسىق كۈزەن	Marmorilder
خۇئاڭشى شەھىرى	Huangshi
ئائومورى ناھىيىسى	Aomori (prefektur)
فۇكۇشىما ناھىيىسى	Fukushima (prefektur)
تەييۈەن شەھىرى	Taiyuan
داتۇڭ شەھىر	Datong (Shanxi)
داليەن شەھىرى	Dalian
ئەنشەن شەھىرى	Anshan
يىڭكۇ شەھىرى	Yingkou
لياۋياڭ شەھەر	Liaoyang
يوزگات ۋىلايىتى	Yozgat (provins)
چوڭ مېڭە پوستلاق ماددىسى	Hjernebark
ئوڭچى	Høyresiden
كارل ۋون دونىتىز	Karl Dönitz
سۆسۈنە ياقۇت	Ametyst
بىنگۆل ۋىلايىتى	Bingöl (provins)
تايغان بۇغا	Hjort
ئارداھان ۋىلايىتى	Ardahan (provins)
ئايدىن ۋىلايىتى	Aydın (provins)
ئاماسيا ۋىلايىتى	Amasya (provins)
قازاق مىللىتى	Kasaker
ئاغرى ۋىلايىتى	Ağrı (provins)
بۇردۇر ۋىلايىتى	Burdur (provins)
كورىنتلىقلارغا يېزىلغان بىرىنچى خەت	Paulus' første brev til korinterne
باتمان ۋىلايىتى	Batman (provins)
كۇرىل ئاراللىرى	Kurilene
يېڭى يەر	Novaja Semlja
Patna	Patna
سۇلتان ئاخمەت جامىي	Sultan Ahmed-moskeen
ۋان ۋىلايىتى	Van (provins)
كونيا ۋىلايىتى	Konya (provins)
ئاكىتا ناھىيىسى	Akita (prefektur)
سېگولەن رويال	Ségolène Royal
بولۇ ۋىلايىتى	Bolu (provins)
دېنىزلى ۋىلايىتى	Denizli (provins)
شافىئىي مەزھىپى	Shafi'i
گىپىس	Gips
ئېڭەك	Hake
ئامېرىكا ياۋا كالىسى	Amerikansk bison
Léyséstér	Leicester
ساكاريا ۋىلايىتى	Sakarya (provins)
ئاقساراي ۋىلايىتى	Aksaray (provins)
قارس ۋىلايىتى	Kars (provins)
دىيارباقىر ۋىلايىتى	Diyarbakır (provins)
مور	Fruktlegeme
تەيبېي 101	Taipei 101
ئەدىرنە ۋىلايىتى	Edirne (provins)
بىتلىس ۋىلايىتى	Bitlis (provins)
ئىباراكى ناھىيىسى	Ibaraki (prefektur)
ھاتاي ۋىلايىتى	Hatay (provins)
يۇگوسلاۋىيە سوتسىيالىست فېدېرال جۇمھۇرىيىتى	Den sosialistiske føderale republikken Jugoslavia
تۈرك	Tyrkere
بارتىن ۋىلايىتى	Bartin (provins)
باش بارماق	Tommel
كوجائەلى ۋىلايىتى	Kocaeli (provins)
سازاڭسىمان مەددە	Caenorhabditis elegans
چاڭچۈن شەھىرى	Changchun
جىلىن شەھىرى	Jilin (Jilin)
ئېمۇ قۇشى	Emu
خاككارى ۋىلايىتى	Hakkâri (provins)
راۋالپىندى	Rawalpindi
Emir Kusturica	Emir Kusturica
ئاينۇ مىللىتى	Ainuer
ئورانگوتان	Menneskeaper
يېشىل ياقۇت	Beryll
Markus bayan qilghan xush xewer	Evangeliet etter Markus
بېلىز شەھىرى	Belize City
مارشال	Marskalk
Chuju shehiri	Chuzhou
Rékazé shehiri	Xigazê (Xigazê)
قىرىم	Krim-tatarer
كىلون تېخنىكىسى	Kloning
پروڧېسسور	Professor
كورىنتلىقلارغا يېزىلغان ئىككىنچى خەت	Paulus' andre brev til korinterne
مۇغلا ۋىلايىتى	Muğla (provins)
ئاسىيا قارا ئېيىق	Asiatisk svartbjørn
گۈلچىلىك	Hagebruk
ئىغدىر ۋىلايىتى	Iğdır (provins)
ياماگاتا ناھىيىسى	Yamagata (prefektur)
قاڭشارلىق بۆكەن	Saigaantilope
كۈتاھيا ۋىلايىتى	Kütahya (provins)
كۆك ياقۇت	Safir
كۈرەشچى ئايروپىلان	Jagerfly
ئېرتىش دەرياسى	Irtysj
ئىبرانىيلارغا يېزىلغان خەت	Brevet til hebreerne
گالاتىيلىقلارغا يېزىلغان خەت	Paulus' brev til galaterne
شاڭ سۇلالىسى	Shang-dynastiet
كىلىس ۋىلايىتى	Kilis (provins)
تەكىرداغ ۋىلايىتى	Tekirdağ (provins)
سان	Lår
مانىسا ۋىلايىتى	Manisa (provins)
كىچىك مېڭە	Lillehjernen
كولوسىلىقلارغا يېزىلغان خەت	Paulus' brev til kolosserne
ياقۇپ يازغان خەت	Jakobs brev
يۇھاننا يازغان بىرىنچى خەت	Johannes' første brev
فىلىمۇنغا يېزىلغان خەت	Paulus' brev til Filemon
سالونىكىلىقلارغا يېزىلغان ئىككىنچى خەت	Paulus' andre brev til tessalonikerne
پاۋىل كرۇگمەنن	Paul Krugman
سالونىكىلىقلارغا يېزىلغان بىرىنچى خەت	Paulus' første brev til tessalonikerne
پېترۇس يازغان بىرىنچى خەت	Peters første brev
پېترۇس يازغان ئىككىنچى خەت	Peters andre brev
تىموتىيغا يېزىلغان بىرىنچى خەت	Paulus' første brev til Timoteus
ئېسكىموسلار	Eskimo
IMMAGINE&POESIA	IMMAGINE&POESIA
چىكاگو ئۇنىۋېرستېتى	University of Chicago
ماردىن ۋىلايىتى	Mardin (provins)
مالاتيا ۋىلايىتى	Malatya (provins)
مۇش ۋىلايىتى	Muş (provins)
يۇھاننا يازغان ئىككىنچى خەت	Johannes' andre brev
يۇھاننا يازغان ئۈچىنچى خەت	Johannes' tredje brev
يەھۇدا يازغان خەت	Judas' brev
تىموتىيغا يېزىلغان ئىككىنچى خەت	Paulus' andre brev til Timoteus
تىتۇسغا يېزىلغان خەت	Paulus' brev til Titus
قىرقلارەلى ۋىلايىتى	Kırklareli (provins)
ئاليۇمىن ئوكسىدى	Korund
مەرسىن ۋىلايىتى	Mersin (provins)
ئوتتۇرا ئاسىيا ياۋا تۆگىسى	Baktriakamel
بۇشەھر ۋىلايىتى	Bushehr (provins)
تەكلىماكان قۇملۇقى	Taklamakan
قاشقىئوغلاق	Mårhund
ئاشمورە ۋە كارتىئەر ئاراللىرى	Ashmore og Cartierøyene
قىرشەھەر ۋىلايىتى	Kırşehir (provins)
